time_less_than,mem_less_than,y_memAvg(MB),y_time(sec),y_sol(keuro),y_nTraces,y_PV_mean,y_PV_std,y_Load_mean,y_Load_std,embedding_time,solve_time
5,83,no_sol,no_sol,no_sol,no_sol,262.66770833333334,270.722787757911,310.02500029479165,159.83073876147768,1178.7819199562073,6.350681781768799
5,83,no_sol,no_sol,no_sol,no_sol,263.81875,271.12750010853597,311.83958333333334,162.92226832601204,1178.7819199562073,6.383554220199585
5,83,no_sol,no_sol,no_sol,no_sol,273.4322916666667,282.4094580181082,320.453125,171.67819396155423,1178.7819199562073,5.588907480239868
5,83,no_sol,no_sol,no_sol,no_sol,270.70520833333336,279.0127044485727,319.5135416666667,164.72705683682707,1178.7819199562073,5.829535961151122
5,83,no_sol,no_sol,no_sol,no_sol,271.88958333333335,279.4281923556743,321.3843750000001,167.9097663975884,1178.7819199562073,6.0455286502838135
5,83,no_sol,no_sol,no_sol,no_sol,295.090625,304.77359222261384,345.84166666666664,185.27619791513663,1178.7819199562073,4.383831977844238
5,83,no_sol,no_sol,no_sol,no_sol,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,1178.7819199562073,4.696767807006836
5,83,no_sol,no_sol,no_sol,no_sol,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,1178.7819199562073,4.47079873085022
5,83,no_sol,no_sol,no_sol,no_sol,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,1178.7819199562073,5.373278856277466
5,83,no_sol,no_sol,no_sol,no_sol,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,1178.7819199562073,5.61851167678833
5,83,no_sol,no_sol,no_sol,no_sol,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,1178.7819199562073,6.128509759902954
5,83,no_sol,no_sol,no_sol,no_sol,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,1178.7819199562073,6.524543046951294
5,83,no_sol,no_sol,no_sol,no_sol,262.9375,271.0063053732945,310.34270833333335,159.99631033818122,1178.7819199562073,5.963796377182008
5,83,no_sol,no_sol,no_sol,no_sol,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,1178.7819199562073,6.876877784729004
5,83,no_sol,no_sol,no_sol,no_sol,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,1178.7819199562073,5.452979326248169
